file_name,gene,sex,side,magnification,img_id,feature
tkv_F_L_oly_4X_37_cropped.png,tkv,F,L,4X,37,"[34287.0, 5698.8441174326435, 795.6534864666321, 217.70221012071906, 3.6547790949179184, 0.961839481639097, 0.23450676770923815, 2784.0, 0.08119695511418322, 1.0, -3.575046138510703e-17, -7.440129678358893e-18, 0.1257546573637138, -0.01753685288537995, -0.2103896867998771, 0.2948039130668168, 0.0542245206041677, -0.6938955851191254, -0.1832406171781482, -0.03854153890368892, -0.03386804220353035, 0.17737302650594383, -0.16131154059978606, -0.03474619973299473, 0.054766561559649034, -0.1383749210635545, -0.06364211789334602, 0.06577185267545892, 0.03338030006685228, 0.06245069654430309, -0.07401507414565901, -0.046148623546699186, 0.011270392678174548, 0.03895249501022548, 0.004284953422581488, -0.010776624066249678, 0.028785698923469653, 0.007046798326303705, 0.0024458285849903883, 0.007136431807488842, 0.006151866060285446, -0.013126882020668739, 0.0007447153982354293, -0.02331527479349252, 0.006142337918435106, -0.010859034542033854, -0.018376037388308612, 0.024163582721907235, 0.02244884113643352, 27, 12, 0, 3084.8906191581227, 114.25520811696751, 511.61017305526684, 135.75208629800676, 0.04613993641905095, 0.962011367664609, 0.8291404612159329, 0.026978154985854697, 0.9960628975259532, 0.7689110556940981, 0.01819931752559279, 0.9652936074048053, 0.6827133479212254, 0.00889549975209263, 0.9068743007409177, 0.7244655581947743, 0.005745617872663108, 0.9836694792454238, 0.8008130081300813, 0.005249803132382535, 0.297130492835169, 0.9278350515463918]"
mam_F_R_oly_4X_149_cropped.png,mam,F,R,4X,149,"[43069.0, 5599.934700697015, 740.6391398310807, 217.8701603871359, 3.3994519419962366, 0.955754631058609, 0.3003940714908457, 2695.0, 0.06257400914811118, 1.0, 1.5830139890845205e-16, -2.013949666546028e-16, 0.34364523934175895, -0.14455701715744412, 0.18490956935494918, -0.14593092288642923, -0.021585296646467893, 0.02622566907164191, -0.02282018752038331, -0.0034083267980708166, 0.04026695137801819, -0.09068649204431882, 0.053509264609357794, -0.08162712620122162, 0.056003558388772544, 0.010401128527630804, 0.053145163834603174, 0.06566184639481036, 0.06236132945192454, 0.029609074133055444, 0.0204073816401529, 0.03083577347167139, -0.010228709938222958, 0.007953495329275716, -0.008304619290169173, 0.021361748264303426, 0.0018492967062502996, 0.0016064610612205531, 0.02013798366747559, 0.00815112737265652, 0.009758474605230723, 0.00928336445442923, 0.002699913050010983, 0.01650706339889509, -0.006746961492205003, -0.012818243922140472, -0.011083067375911169, -0.015381042562217517, -0.009563798897591354, 29, 10, 0, 3139.5516574897224, 108.26040198240422, 481.0609665441001, 130.11094069635257, 0.027815830411665004, 0.9647491624281983, 0.7591888466413181, 0.013095265736376512, 0.9925192180655561, 0.7899159663865546, 0.00996076063990341, 0.9895015116983733, 0.7857142857142857, 0.009705356520931529, 0.6428295903865481, 0.5887323943661972, 0.008242587475910747, 0.9009181418765931, 0.8236658932714617, 0.008149713250830063, 0.9377569858792895, 0.73125]"
mam_F_L_oly_4X_54_cropped.png,mam,F,L,4X,54,"[62161.0, 5349.773049620779, 620.0221740194156, 322.44724503949783, 1.9228639213322063, 0.854131190478432, 0.3361307730991559, 2852.0, 0.045880857772558355, 1.0, 3.600266016803176e-18, 1.5508259535803527e-20, 0.07795146178271287, -0.017086112512004512, -0.6344654987249698, 0.07081701044057408, 0.0912322842232008, -0.1319599368295353, 0.23430579983837585, -0.03147883509300826, -0.06852849673983773, -0.17392131366256042, -0.1042679362776479, 0.04033152635211672, 0.15425123051076992, -0.0009686283236806706, -0.02213785058529375, 0.11631288739533775, 0.03946634311603038, -0.0648935689603719, 0.018090717538954675, 0.013661061350157285, 0.08435041816796403, -0.008178518566783406, -0.07777103918718306, 0.02061677234495309, 0.03754712354222726, 0.05353093259176229, -0.027659570859421632, -0.018568222278484117, -0.050206321306870104, -0.004551673313982537, 0.030483417186272573, 0.028306533669382464, -0.00794074919195833, -0.037725567204027304, -0.030789613411699987, 0.016859335971120597, -0.018570168303419628, 38, 16, 0, 3229.277487510026, 84.98098651342173, 465.26702730475927, 105.7526618384723, 0.049468316146780135, 0.6272725130393988, 0.5852683669585078, 0.0468460932095687, 0.9295577673520683, 0.6451041205139566, 0.040105532407779795, 0.9738810849600327, 0.6781828073993471, 0.034571515902253824, 0.9012007759347046, 0.5184559710494572, 0.024693939930181305, 0.9913999278729384, 0.7044515832950895, 0.024629590901047282, 0.9762663061344953, 0.7055299539170506]"
samw_M_L_oly_4X_84_cropped.png,samw,M,L,4X,84,"[135996.0, 2499.9099551418767, 629.5694661036398, 304.84279890643427, 2.0652266294696835, 0.8749527208771303, 0.8757606784769043, 2109.0, 0.015507809053207448, 1.0, 1.871097333670839e-17, -1.0110765099495227e-17, 0.5588097694211631, 0.049439654901081286, 0.05172042814814868, -0.10916854819515302, -0.027557763010606865, 0.045926561633524265, -0.02827067781632835, -0.02538517993702904, 0.04224620149009384, 0.020675579988982805, -0.00544084818382202, -0.02688805232854356, 0.007770507371990509, 0.005620871004430835, -0.013385523634406397, 0.005376048002142388, 0.0016469030105506007, 0.02206568063182192, -0.010579236533632238, 0.003535963609559343, 0.002056454050303008, 0.003747866816106046, -0.010851638282864, -0.0032565298797349682, 0.0019078317941361718, 0.006354245952919967, -0.00697878041068599, 0.004053122966542562, 0.015514748640117952, -0.0012789455924125377, 0.0006229818342294348, 0.006477305716194957, -0.0037651761556062855, 0.0013469992690231531, 0.0014034645329380202, -0.0030219243529641332, 0.006030425479770206, 48, 24, 0, 2583.688742479567, 53.82684880165764, 196.79393923934023, 46.93706240896102, 0.11967263743051267, 0.8994004224136968, 0.8919274401271442, 0.04414835730462661, 0.8255926638383139, 0.5726821823731401, 0.03483925997823466, 0.9890863084571876, 0.7588084561178732, 0.030000882378893496, 0.9091490566997686, 0.8109719737626714, 0.029897938174652194, 0.8548367006249905, 0.8529473463394168, 0.026243418924086003, 0.7888527125761697, 0.8056433408577878]"
samw_M_R_oly_4X_42_cropped.png,samw,M,R,4X,42,"[39750.0, 5082.574131535054, 704.8660926378122, 204.16718871300907, 3.4523965240498007, 0.9571314632470445, 0.31932327565431146, 2542.0, 0.0639496855345912, 1.0, 2.278995554398383e-17, -2.927819058986695e-17, 0.3724640508350533, 0.08834527868502906, -0.17463342553181066, 0.12275831797360834, 0.023598496330669388, 0.0646112308839975, -0.020756634277169006, 0.0007355282537172088, 0.01992719333990733, 0.07812918961174116, -0.02496532335596182, 0.11646070152791706, -0.025108456298588985, -0.03178811385248195, 0.05019972857837769, 0.004239375915936091, 0.06203626215814429, -0.0004186325078221336, -0.03003928609181039, -0.006330388933180608, -0.004273240204543702, -0.004753834768486554, -0.017498850894176122, 0.010399522656569083, -0.002880922524996096, 0.010307417424966459, -0.00033025265052049544, 0.0032372612546022555, -0.00906634717049204, 0.009495148408604633, 0.005037450741499417, 0.024869155628795155, 0.003463338461916191, -0.011296295827278613, 0.008033471690817275, -0.00775361012004374, 0.017222750833405097, 31, 11, 0, 2878.027704147971, 92.83960335961196, 438.3502884254449, 118.15679427614717, 0.032176100628930816, 0.9807361053611492, 0.6981441048034934, 0.023421383647798742, 0.9493590486455116, 0.7172573189522342, 0.009735849056603773, 0.9455523673657722, 0.6354679802955665, 0.00860377358490566, 0.9166315055055209, 0.921832884097035, 0.00820125786163522, 0.9941994662838575, 0.8253164556962025, 0.006540880503144654, 0.9877766349385185, 0.7784431137724551]"
egfr_F_L_oly_4X_11_cropped.png,egfr,F,L,4X,11,"[31303.0, 4669.0968593875305, 723.0837126407347, 181.79823235273776, 3.977396827697184, 0.9678778943058947, 0.26856618277909333, 2310.0, 0.07379484394466984, 1.0, 1.1676291962826768e-16, 5.670447615024848e-18, 0.1796823186150482, -0.6092252008248559, -0.535744024598939, 0.22134764846427715, 0.05076378655738996, -0.03514705266468196, -0.10491376187334459, -0.09570180048607896, 0.003854048113111568, 0.001634398226285331, -0.09854167676169749, 0.0604254648045676, 0.10950737633720284, 0.08612133250287035, -0.02305358660786392, -0.057195247949495535, -0.0297065228456688, 0.035161950229266443, 0.06898388857009577, 0.02435388071978369, 0.03557417934000209, -0.05388345590192092, -0.0369304878338694, 0.0146249597077774, -0.003460445670548544, 0.000930895318452319, -0.0525746797259389, -0.027557364463295538, 0.05687728097869098, 0.030105010572274292, -0.02728918583535454, -0.03845082432544661, -0.0179117943556953, -0.014201782052730332, 0.03365849510106343, -0.02923646739979703, 0.018782000685946106, 35, 16, 0, 2590.5941546018403, 74.01697584576686, 360.81118318204335, 93.84067570900467, 0.04389355652812829, 0.9802613599544622, 0.622000905387053, 0.040475353799955274, 0.9671076243305282, 0.742672919109027, 0.015142318627607577, 0.9937451053710908, 0.7783251231527094, 0.006133597418777753, 0.9882431160963305, 0.45390070921985815, 0.005814139219883078, 0.968300185303649, 0.91, 0.005430789381209469, 0.9497681436723799, 0.8808290155440415]"
samw_F_R_oly_4X_80_cropped.png,samw,F,R,4X,80,"[39537.0, 4867.317205498064, 768.9991172643527, 200.99340652729165, 3.8259917603811298, 0.9652386493486588, 0.270749445311858, 2419.0, 0.06118319548777095, 1.0, -1.0628004785858478e-16, 2.5719771811337332e-17, 0.13670288108042072, -0.5933189073003132, 0.3876513678800905, -0.2402199191352176, 0.002047983705650696, -0.11234554745287874, 0.06094287926298863, 0.08224799085066865, -0.0029307200005190773, -0.10075049404773603, 0.08995623975721766, -0.0686911387053181, 0.09732467913069762, 0.04220308955317353, 0.09316096863559337, 0.0858973081969444, 0.03372123681436428, 0.09309310484789501, -0.006615226162447971, 0.011680690648809383, 0.054744544812493114, -0.01616390551871015, -0.017850684058605765, -0.006990465253551012, 0.002253818199401306, -0.043535219304397244, 0.02188538547678701, -0.03934664166458269, 0.05779436785759313, -0.010813398722686975, 0.044385310261858, -0.004883016951847666, -0.005801378046503481, 0.00829976756928889, -0.036887085767032216, -0.01119630694006479, 0.002611931530574484, 23, 10, 0, 2733.9738802788083, 118.8684295773395, 497.24978336205663, 145.95144099391516, 0.03389230341199383, 0.9774907451580392, 0.7362637362637363, 0.03060424412575562, 0.9652870297545647, 0.8857979502196194, 0.020259503755975416, 0.991152265327901, 0.8107287449392713, 0.012798138452588714, 0.9645946908823549, 0.6045400238948626, 0.012115233831600779, 0.9940708649612807, 0.8418277680140598, 0.00920656600146698, 0.9639261708890029, 0.48533333333333334]"
tkv_M_R_oly_4X_43_cropped.png,tkv,M,R,4X,43,"[36357.0, 4353.576044107359, 714.5627994727895, 175.30016246368274, 4.076224399511477, 0.9694408771969171, 0.2932772973670625, 2196.0, 0.06040102318673158, 1.0, -5.6732791501824e-17, -8.805251027319282e-17, 0.18909550818910273, -0.4688765505877851, 0.4896505240506326, -0.23156075879775687, 0.06424953347507854, 0.01639313493492449, 0.13713882434878386, 0.1053785942232981, 0.00019192407395867946, 0.043178944735574716, 0.03778198630121338, -0.015827188268205453, 0.039317261862461615, 0.07803999948994314, -0.04446912174430424, 0.09501550147916471, -0.07183390461484901, 0.04678861184305759, -0.07369045800458628, 0.024299806998709504, -0.018564013302110643, -0.003596578901489621, 0.004091351281455219, 0.024208956751381825, -0.03682335708800279, 0.024063015246080517, 0.026126453989606804, 0.024380678946313187, 0.023884419646112084, 0.02668735457955555, 0.01912877399886955, 0.01886545194829163, -0.02566242710741053, -0.015768705348193825, -0.023655470266344788, -0.004231532979096385, 0.010977630868002682, 25, 11, 0, 2461.268252794036, 98.45073011176144, 448.622366364087, 111.33826991340167, 0.040267348791154386, 0.9792482145428746, 0.7705263157894737, 0.03355612399262865, 0.9670370520779743, 0.7279236276849642, 0.01878592843193883, 0.9940094145014042, 0.7941860465116279, 0.013009874302060126, 0.9366950291974426, 0.8694852941176471, 0.011057017905767803, 0.9919744699868177, 0.7230215827338129, 0.007343840250845779, 0.958128731875244, 0.6223776223776224]"
egfr_F_L_oly_4X_114_cropped.png,egfr,F,L,4X,114,"[35162.0, 4783.812588140068, 746.5705608468877, 188.97815844210606, 3.9505653298849426, 0.9674327103883331, 0.30172650511429944, 2426.0, 0.06899493771685342, 1.0, 1.2323617409842902e-17, -1.3221248670790073e-18, 0.20192050545153883, -0.17826611890399072, -0.3570450219024613, 0.3144333896283292, 0.08558625551921878, -0.43026951089829624, -0.31781216648239113, -0.012555367678463129, -0.06059701699692163, 0.2246226865070753, -0.08071140782248873, -0.05159355609226546, 0.017690849016410742, -0.08473969721708745, 0.009229725595745983, 0.04387249909009022, -0.007373517622976304, 0.08713599987239629, 0.030253385158841576, -0.08067380766644684, -0.017343037120338002, -0.028978978342383593, 0.04873808654028486, -6.494952718674897e-05, 0.031439073316698145, 0.016782190776769297, -0.05147084421672578, -0.030141057535351786, 0.02090477486654424, 0.011526190669073422, -0.021522762349923025, -0.029580792746426332, 0.03624954419380368, 0.026656621098625606, -0.0321940536506044, -0.017035628154605003, 0.02574129776801221, 33, 15, 0, 2704.9373003523488, 81.9677969803742, 438.02438661763995, 107.04971181089414, 0.0313122120470963, 0.9699893961841762, 0.7753521126760563, 0.031141573289346452, 0.984160954183969, 0.6498516320474778, 0.016239121779193448, 0.9083671863407926, 0.9345335515548282, 0.012428189522780275, 0.9924569124964785, 0.8003663003663004, 0.009385131676241398, 0.9867845694182059, 0.75, 0.005090722939537, 0.9854442620560732, 0.48118279569892475]"
samw_F_R_oly_4X_70_cropped.png,samw,F,R,4X,70,"[37928.0, 5570.807716974934, 744.8911637692846, 215.95115606242393, 3.449350201922339, 0.9570540108421759, 0.27203546043335747, 2696.0, 0.07108205020037967, 1.0, 8.558343311039913e-18, 1.4753406477918086e-17, 0.3641420061461062, 0.08859849467371372, -0.1748440591020861, 0.09850476280323187, 0.024780441210242126, 0.06391509945476484, -0.040904483942151876, 0.0100043407143318, 0.017474860666998743, 0.08794833525249876, -0.004799915946934601, 0.10318353190688755, -0.02586165239174116, -0.026101354000985413, 0.02829652814656209, 0.012922148378704007, 0.06615010056970982, -0.007234754318034215, -0.01696026689444941, -0.010667392370622308, -0.009433169401922622, 0.005835859396155945, -0.02425926895368025, 0.014891339204267605, 0.002140749514462421, 0.003522611645442933, -0.0015022631123132154, 0.0010665977836377407, -0.015358895990463481, 0.020344201882155192, 0.00794070315347335, 0.02358134483483286, 0.008904694344076144, -0.0165686798050824, 0.0033800748405798274, -0.0038635451103066617, 0.012425224759349691, 27, 9, 0, 3081.733331632743, 114.13827154195344, 489.362481734265, 138.85629580078088, 0.04666736975321662, 0.9896817064890909, 0.7160194174757282, 0.02291183294663573, 0.9950864964319488, 0.7111292962356792, 0.018614216410040074, 0.9698511871982536, 0.5952782462057336, 0.009175279476903607, 0.937703253181259, 0.4339152119700748, 0.009017085003163889, 0.976959119633474, 0.7583148558758315, 0.004534908247205231, 0.9835718043071675, 0.8151658767772512]"
egfr_M_R_oly_4X_82_cropped.png,egfr,M,R,4X,82,"[60277.0, 4769.023879003361, 678.7893493897944, 220.24283009844214, 3.0820042999192996, 0.9458979836436044, 0.42766630718583265, 2571.0, 0.04265308492459811, 1.0, -1.3583368567669278e-16, -9.833545760485279e-20, 0.42330449827397276, 0.10164230318139438, -0.2877102451514893, 0.17391445594877197, -0.014371779892872968, -0.01951897290986293, -0.07993011446466394, -0.03137369158811784, -0.013465809610892516, 0.11808478677889811, -0.051552848205183056, 0.14231169212585867, -0.1113749502291827, -0.02101339784867866, 0.07586685927408847, 0.0528755171028744, 0.05277604979636379, -0.037790936115495, 0.0026263080242849702, -0.010809409858070508, -0.004803968443870865, -0.007539332380511768, 0.012788883356480795, 0.003190768421570281, -0.0030953565226411422, -0.03459079412627251, -0.01903628400567452, -0.008490451989565774, -0.02497715995926211, 0.01576868487871818, 0.01452857617693136, 0.012589858015908948, -0.013662137192628272, 0.0034535303196350634, 0.006617667531726123, 0.0115620514858194, 0.0011545845048065166, 52, 23, 0, 2900.228714274745, 55.773629120668176, 235.6223663640866, 56.31781623219425, 0.12646614795029612, 0.9946052184409054, 0.6621785962473941, 0.017900691806161554, 0.9631129101113932, 0.7757009345794392, 0.009456343215488494, 0.9893892480598621, 0.5637982195845698, 0.009257262305688737, 0.9727466066204339, 0.6025917926565875, 0.008129137150156776, 0.9648964818502905, 0.716374269005848, 0.007581664648207443, 0.9582780367941773, 0.30650570087189805]"
tkv_F_R_oly_4X_115_cropped.png,tkv,F,R,4X,115,"[33040.0, 5564.291952328646, 773.3786409127748, 200.888472108256, 3.8497910447345722, 0.9656747245682301, 0.2479549718574109, 2631.0, 0.07963075060532687, 1.0, -2.3124339063608068e-17, -1.3354239892425985e-16, 0.26952458051411654, -0.5760826940381819, 0.3833437338137336, -0.21010942552633802, -0.05031132361031833, 0.0031372254351738705, 0.18764382611842859, 0.06487235871094976, 0.14194237187268466, 0.024817611075322196, 0.10154445410604894, -0.0028944473329560205, 0.020806936158376563, 0.09303323401389689, -0.03265165553336189, 0.06713713272369745, 0.005251106497397681, 0.012323877554348193, -0.011808341400613053, -0.0026961309391654326, -0.01342431913876377, 0.01350105457809492, 0.01291037273304921, 0.03407318168935016, 0.01021607052872613, 0.003762735713526638, 0.03322392604948378, 0.0064272644362810645, -0.008929062126842543, -0.0008210262533090793, -0.0022509511388369165, 0.01673806931022038, -0.002361172532658133, -0.020021525839089702, -0.017796148548266343, 4.02418113988963e-05, -0.004437501909455582, 20, 7, 0, 2998.750575575447, 149.93752877877233, 511.362481734265, 158.58898431425686, 0.032869249394673124, 0.966994398095938, 0.7192052980132451, 0.03193099273607748, 0.9295970560314283, 0.7938299473288186, 0.02046004842615012, 0.9918261608991544, 0.7168610816542949, 0.01095641646489104, 0.9209259424077463, 0.7956043956043956, 0.010048426150121066, 0.8849537977869358, 0.8713910761154856, 0.0057203389830508475, 0.9768335491011402, 0.3423913043478261]"
tkv_M_L_oly_4X_67_cropped.png,tkv,M,L,4X,67,"[39811.0, 5077.546606855835, 762.8642428390835, 198.7097987124775, 3.8390871903750834, 0.9654796251740371, 0.31948735645097864, 2555.0, 0.06417824219436839, 1.0, 8.468375728329481e-17, -3.79046093481736e-19, 0.12375632318125707, -0.0528479562411026, -0.3083486680758445, 0.29262124517782934, 0.06333099832619192, -0.6619905153652957, -0.24216919979836402, -0.03416648973533474, -0.07875560670612315, 0.15931575456076072, -0.08981069272689454, -0.04829805994641985, 0.04280506212961239, -0.189089316653195, -0.04635569278826705, 0.06658277208102041, 0.05186141846968296, 0.08555734752454301, -0.0946062287341517, -0.06736772234282516, 0.0016130400345904512, 0.07208321517774381, 0.030623412396340307, -0.025480121727241296, 0.033272749206989305, 0.046923481519723954, 0.010361056264021676, 0.005872088997329339, 0.011018794349610167, -0.026718196988972747, 0.0035276977823723316, -0.018718062850445836, 0.01336629093292007, -0.023512534146395685, -0.03961483974815716, 0.02152637611789679, 0.04494525738327472, 27, 12, 0, 2841.8073580374376, 105.25212437175695, 384.9360748630716, 110.32745634480503, 0.047047298485343246, 0.9891369756641091, 0.6449724517906336, 0.028384114943106175, 0.9607203150286873, 0.7681849082256968, 0.013815277184697697, 0.9941904073809863, 0.7947976878612717, 0.012056969179372535, 0.9769992662590665, 0.29321930360415394, 0.009067845570319762, 0.990711913754763, 0.7443298969072165, 0.007133706764462083, 0.9020552829129285, 0.5269016697588126]"
mam_M_L_oly_4X_1_cropped.png,mam,M,L,4X,1,"[36931.0, 4301.1902217759825, 625.0392762965339, 192.1011838601311, 3.2536982007962276, 0.9515989378086114, 0.3061510403713836, 2222.0, 0.06016625599090195, 1.0, -3.358745840569385e-17, -1.5751965774868264e-17, 0.19155795507890125, -0.3575024420919799, -0.670470624731801, 0.2167164499242912, 0.09452033034075517, 0.07986246632705872, 0.01402939479392372, -0.07435337460700384, -0.08339305280218579, 0.017252802542141663, 0.030256369499654073, 0.048459152337457255, 0.02769443737835144, 0.03319875103932435, 0.1315391501062045, -0.00045706817251422256, -0.14234615614767332, -0.03049413124532094, 0.09374463727269049, 0.015359581890298723, -0.03599078423842507, 0.02759803503195866, -0.03201571329019398, 0.006269041201889698, -0.06616307080134415, 0.05809468378484527, 0.018123804814163938, -0.028074830005485114, -0.04648808092478465, -0.011757560925541187, 0.03445193159062212, 0.041938374369836766, -0.04395920430649992, -0.04896346132459971, -0.015934664696386807, -0.003965431113064787, 0.016089507751970968, 28, 14, 0, 2503.2510088513336, 89.40182174469048, 416.6396103067896, 107.13011491924618, 0.03070591102325959, 0.9771123211331589, 0.6179836512261581, 0.022203568817524572, 0.9584507227870351, 0.9030837004405287, 0.011887032574260107, 0.9657672060569114, 0.6641452344931922, 0.011183016977606888, 0.9935693676988182, 0.8113948919449901, 0.009368822940077442, 0.9298502993931798, 0.9402173913043478, 0.008718962389320625, 0.9590999828155959, 0.817258883248731]"
star_F_L_oly_4X_89_cropped.png,star,F,L,4X,89,"[45279.0, 4972.476585064496, 680.783909862317, 247.47358684394393, 2.7509356394127717, 0.9315892485361555, 0.2996327300400357, 2524.0, 0.0557432805494821, 1.0, -3.688064184119926e-17, 4.4911506619648195e-18, 0.1670312843022407, -0.20657078628390385, -0.3837703376758056, 0.2009895968036089, 0.054010578155240976, 0.08716378306823497, 0.08262757299722338, -0.08132268141187446, -0.13129510889747295, -0.08151590126311094, 0.12087807093592236, 0.115330250831428, -0.07641704513568157, -0.076084882695765, 0.027131984617429487, 0.0454619964481432, -0.09024954243582903, 0.014119858306516811, 0.029569389793723644, 0.029827894018556355, 0.007947511492964307, 0.01298022097061354, 0.028092325013991403, -0.008152447275248095, -0.02664236735625372, -0.0018802842974802224, 0.010251154457664561, -0.01937576441830592, 0.019226851173088262, 0.023194569540929497, -0.03197447695679845, -0.01371854780475636, -0.023872699814723414, 0.012102023074166723, 0.02612359561679496, -3.547147593049497e-06, -0.0034956843291438595, 32, 13, 0, 2873.525178831028, 89.79766183846962, 479.3675323681476, 122.55464330827462, 0.03602111354049339, 0.9174207464071257, 0.48368920521945435, 0.026767375604584906, 0.9649503246815558, 0.8814545454545455, 0.024757613904900725, 0.9735933106264306, 0.7360472751149048, 0.01914794938050752, 0.9745073876455387, 0.48462828395751817, 0.01769032001590141, 0.9838019770825132, 0.6935064935064935, 0.01720444356103271, 0.9971884804723945, 0.7342130065975495]"
star_M_R_oly_4X_36_cropped.png,star,M,R,4X,36,"[153322.0, 4042.3556979968257, 675.6555852250001, 404.380283810868, 1.6708420570301836, 0.8011223457834652, 0.6797513699480395, 2714.0, 0.017701308357574254, 1.0, -6.168041126672427e-17, 1.9357579074632385e-17, 0.3958749298041533, -0.060028661183509135, 0.2662572486306879, 0.04788814304508423, -0.19134305964455697, 0.17112227626954277, 0.172357905609592, -0.10129366554530961, -0.05131120801963958, 0.08852394879660391, 0.051670345036351754, -0.031117105843638478, -0.01112318413861609, 0.05599547613165297, 0.0065600242079257055, 0.01203164825453038, -0.01571718550870893, -0.019237619374854232, -0.032477085752820586, 0.00936168443770719, -0.01140758844055326, -0.04048677124041949, 0.035796949693380806, 0.013225163038599696, 0.008708854021188123, 0.011420599878451421, 0.04647451539218861, 0.027603377437596065, -0.01645233719578287, 0.015396395143539313, 0.005542798072387116, 0.0035805024279808874, -0.0329854980842826, -0.005904672172623675, -0.0011016449030620008, -0.01681261198959547, -0.007358457843479046, 54, 24, 0, 3207.671498536864, 59.401324046978964, 291.6934341759519, 58.65656280805645, 0.3344855924133523, 0.9514250581181882, 0.5200162238896775, 0.11621945969919516, 0.9131630252250823, 0.9425050248598329, 0.08276698712513533, 0.9889203378887702, 0.6110656329753936, 0.08094728740819973, 0.9855249444239915, 0.7963426371511069, 0.04472287082088676, 0.9950956922102963, 0.6079978719631141, 0.009091976363470344, 0.991316682504042, 0.6284941388638413]"
samw_F_R_oly_4X_79_cropped.png,samw,F,R,4X,79,"[43607.0, 5518.225935150664, 771.4401649863381, 215.15003630962988, 3.5855916095507037, 0.9603218911600332, 0.30023271185040346, 2686.0, 0.061595615382851375, 1.0, -1.3730952095407842e-16, -1.1634055303283335e-17, 0.23963397523008348, 0.13104980093407068, 0.4836796356044775, -0.17676202200239927, 0.0021227593712319455, -0.7670816069708245, -0.20081122524307846, -0.16729520874632584, -0.13314069421877603, -0.09747483793452773, 0.33627924730832454, 0.06132261188614917, 0.10552399700317837, -0.014815090026215475, -0.020822878680656503, -0.060520916144763376, 0.061152501192656354, -0.040008067592471025, 0.06869230596882948, 0.05457530373930091, 0.016408877004605183, 0.07515050050795426, 0.03299813501401382, 0.021810453393280117, 0.07593102141524379, 0.03661885676810837, 0.008605586748095312, -0.03063659209978306, 0.023340263675959906, -0.013197950935169768, -0.012999877192683255, -0.008620696448508736, 0.012506413393266294, -0.04895410712093365, 0.015827426647071225, -0.054527141643470466, 0.039633994337729093, 27, 12, 0, 3047.7800128269682, 112.88074121581364, 492.49242404917595, 139.0142496348449, 0.03843419634462357, 0.9625126700773441, 0.6595828414010232, 0.02907790033710184, 0.9655673194472537, 0.9096126255380201, 0.01873552411310111, 0.9958672789202969, 0.6448303078137332, 0.01135138853853739, 0.9768279641437817, 0.6265822784810127, 0.010755153989038457, 0.9194853356676754, 0.6162943495400789, 0.008439012085215676, 0.8978784031159242, 0.8888888888888888]"
tkv_M_R_oly_4X_87_cropped.png,tkv,M,R,4X,87,"[35114.0, 4448.4988796410835, 727.5120287684775, 180.98969338275217, 4.019632362324382, 0.9685602841056523, 0.27563307534106785, 2313.0, 0.06587116249928804, 1.0, -9.774269513017532e-17, 3.1935194491664417e-16, 0.25403325366080487, -0.3815522181082628, 0.5337498136718117, -0.23083318818319634, 0.11487712280217063, 0.10308827911078092, 0.13088108346576657, 0.11970521597085308, -0.009430281504506149, 0.06045094502357826, -0.029484670840379798, -0.019173103038358542, 0.00479712382039433, 0.007029817509873716, -0.08970656652827977, 0.04091941329738987, -0.09766407647310596, -0.012352246265907736, -0.05381144635978764, -0.02547940435581023, -0.014168984107421255, 0.004309585924794047, 0.01049089180140865, -0.013974413909896241, -0.036942706117361515, 0.019701111435937273, -0.0073691847204010895, -0.008043137098121204, 0.0016869092545335408, -0.0029356924861239295, -5.897544207668479e-05, -0.01605048994468741, -0.041072921078081755, -0.020930636306636708, -0.011860931286808273, -0.007313264879739198, 0.002394501517587631, 29, 13, 0, 2608.505842847273, 89.94847733956114, 462.1370849898484, 119.68041087385421, 0.03705074898900723, 0.9816076967205499, 0.6337067705796395, 0.03696531298057755, 0.9740067103085128, 0.6512794781736077, 0.01663154297431224, 0.9958911113694403, 0.762402088772846, 0.012245827874921685, 0.9347452621791067, 0.9207708779443254, 0.01122059577376545, 0.9912379154463407, 0.8106995884773662, 0.007888591445007689, 0.9517241304111183, 0.8445121951219512]"
